articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Alfa_14960;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 14960 Bart";"<p>Диаметр: 120 mm<br /> Высота: 195 mm<br /> 1 x E14 max 40W</p>";825;660;784;16%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;19,5;;;12;;;;1;;;IP20;;Bart;;Стекло;Дерево;"4-6 недели";"Alfa (Польша)"
Alfa_15120;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15120 Pedro";"<p>Диаметр: 150 mm<br /> Высота: 200 mm<br /> 1 x E14 max 40W</p>";497;397;472;;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;20;;;15;;;;1;;;IP20;;Pedro;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15130;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15130 Pablo";"<p>Диаметр: 150 mm<br /> Высота: 200 mm<br /> 1 x E14 max 40W</p>";455;364;432;10%;0;0;0;1;0;;00.00.0000;;"Классические;Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;20;;;15;;;;1;;;IP20;;Pablo;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15150;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15150 Pixie";"<p>Диаметр: 280 mm<br /> Высота: 310 mm<br /> 1 x E14 max 40W</p>";613;491;583;21N;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;31;;;28;;;;1;;;IP20;;Pixie;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15160;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15160 Megan";"<p>Диаметр: 300 mm<br /> Высота: 300 mm<br /> 1 x E14 max 40W</p>";592;474;563;1%;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;30;;;30;;;;1;;;IP20;;Megan;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15210;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15210 Angelika";"<p>Диаметр: 170 mm<br /> Высота: 290 mm<br /> 1 x E14 max 40W</p>";455;364;432;0%N;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие;Свечи";"Бра и подсветки";;;;;;;;;;;;;;29;;;17;;;;1;;;IP20;;Angelika;;;;"4-6 недели";"Alfa (Польша)"
Alfa_15230;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15230 Celina";"<p>Диаметр: 150 mm<br /> Высота: 240 mm<br /> 1 x E27 max 60W</p>";740;592;703;5;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24;15;;15;;;;1;;;IP20;;Celina;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15250/Elena;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15250 Elena";"<p>Диаметр: 140 mm<br /> Высота: 190 mm<br /> 1 x E14 max 40W</p>";0;0;0;0;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;19;;;14;;;;1;;;;;Elena;;;;"4-6 недели";"Alfa (Польша)"
Alfa_15312;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15312 Kinga";"<p>Диаметр: 460 mm<br /> Высота: 200 mm<br /> 2 x E27 max 60W</p>";1111;889;1055;2ip;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;20;46;;46;;;;2;;;IP20;;Kinga;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15690;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15690 Inca";"<p>Диаметр: 240 mm<br /> Высота: 250 mm<br /> 1 x E27 max 60W</p>";497;397;497;14;0;0;0;1;0;;00.00.0000;;"Классические;Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;25;;;24;;;;1;;;IP20;;Inca;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15720;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15720 Troja";"<p>Диаметр: 190 mm<br /> Высота: 195 mm<br /> 1 x E27 max 60W</p>";624;499;593;;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;19,5;;;19;;;;1;;;IP20;;Troja;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15740;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15740 Fuji";"<p>Диаметр: 260 mm<br /> Высота: 170 mm<br /> 1 x E27 max 60W</p>";677;541;677;19%ipN;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;17;;;26;;;;1;;;IP20;;Fuji;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15760;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15760 Wenus";"<p>Диаметр: 195 mm<br /> Высота: 185 mm<br /> 1 x E14 max 40W</p>";497;397;497;14%ipN;0;0;0;1;45;Nowodvorski_6895;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;18,5;;;19,5;;;;1;;;IP20;;Wenus;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15810;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15810 Bluszcz";"<p>Диаметр: 170 mm<br /> Высота: 250 mm<br /> 1 x E14 max 40W</p>";783;626;744;29ip;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;25;;;17;;;;1;;;IP20;;Bluszcz;;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15830;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15830 Moss";"<p>Диаметр: 180 mm<br /> Высота: 200 mm<br /> 1 x E27 max 60W</p>";867;694;867;14%N;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Хрустальные";"Бра и подсветки";;;;;;;;;;;;;;20;;;18;;;;1;;;IP20;;Moss;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15890;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15890 Auri chrom";"<p>Диаметр: 170 mm<br /> Высота: 250 mm<br /> 1 x E14 max 40W</p>";825;660;784;14;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;25;;;17;;;;1;;;IP20;;"Auri chrom";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15900;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15900 Concha fioletowa";"<p>Диаметр: 240 mm<br /> Высота: 360 mm<br /> 1 x E27 max 60W</p>";1068;855;1015;12ip;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;36;;;24;;;;1;;;IP20;;"Concha fioletowa";;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15901;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15901 Concha czarna";"<p>Диаметр: 240 mm<br /> Высота: 360 mm<br /> 1 x E27 max 60W</p>";1068;855;1068;1%ipN;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;36;;;24;;;;1;;;IP20;;"Concha czarna";;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15902;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15902 Concha zota";"<p>Диаметр: 240 mm<br /> Высота: 360 mm<br /> 1 x E27 max 60W</p>";1068;855;1015;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;36;;;24;;;;1;;;IP20;;"Concha zota";;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15903;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 15903 Concha bursztynowa";"<p>Диаметр: 240 mm<br /> Высота: 360 mm<br /> 1 x E27 max 60W</p>";1068;855;1068;0%ipN;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;36;;;24;;;;1;;;IP20;;"Concha bursztynowa";;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16000;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16000 Tomi";"<p>Диаметр: 280 mm<br /> Высота: 165 mm<br /> 1 x E14 max 40W</p>";740;592;740;14ip;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;16,5;;;28;;;;1;;;IP20;;Tomi;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16020;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16020 Mira";"<p>Диаметр: 200 mm<br /> Высота: 200 mm<br /> 1 x E14 max 40W</p>";613;491;613;;0;0;0;1;45;Nowodvorski_6895;20.11.2001;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;20;;;20;;;;1;;;IP20;;Mira;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16070;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16070 Roksana";"<p>Диаметр: 640 mm<br /> Высота: 240 mm<br /> 1 x E14 max 40W</p>";952;762;952;20%ipN;0;0;0;1;45;;00.00.0000;;"Классические;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24;;;64;;;;1;;;IP20;;Roksana;;Ткань;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16080;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16080 Cube new";"<p>Диаметр: 120 mm<br /> Высота: 160 mm<br /> 1 x E14 max 40W</p>";560;448;560;;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;16;;;12;;;;1;;;IP20;;"Cube new";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16120;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16120 Mona black";"<p>Диаметр: 130 mm<br /> Высота: 300 mm<br /> 1 x E14 max 40W</p>";1111;889;1055;4%N;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Свечи";"Бра и подсветки";;;;;;;;;;;;;;30;;;13;;;;1;;;IP20;;"Mona black";;;;"4-6 недели";"Alfa (Польша)"
Alfa_16220;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16220 Frozen";"<p>Диаметр: 170 mm<br /> Высота: 235 mm<br /> 1 x E14 max 40W</p>";994;795;994;22;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Хрустальные";"Бра и подсветки";;;;;;;;;;;;;;23,5;;;17;;;;1;;;IP20;;Frozen;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_16240;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16240 Mewa venge";"<p>Диаметр: 250 mm<br /> Высота: 220 mm<br /> 1 x E27 max 60W</p>";624;499;593;5%;0;0;0;1;0;Nowodvorski_6895;20.11.2001;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;22;;;25;;;;1;;;IP20;;"Mewa venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16250;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16250 Iza";"<p>Диаметр: 290 mm<br /> Высота: 230 mm<br /> 1 x E14 max 40W</p>";687;550;653;9%;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;23;;;29;;;;1;;;IP20;;Iza;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_16290;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16290 Mocca";"<p>Диаметр: 180 mm<br /> Высота: 240 mm<br /> 1 x E14 max 40W</p>";783;626;783;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24;;;18;;;;1;;;IP20;;Mocca;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_16300;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16300 Teco";"<p>Диаметр: 240 mm<br /> Высота: 290 mm<br /> 1 x E27 max 60W</p>";677;541;643;18ip;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;29;;;24;;;;1;;;IP20;;Teco;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16330;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16330 Square";"<p>Диаметр: 120 mm<br /> Высота: 162 mm<br /> 1 x E14 max 40W</p>";698;558;663;;0;0;0;1;45;Nowodvorski_6895;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;16,2;;;12;;;;1;;;IP20;;Square;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_16340;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16340 Lozano";"<p>Диаметр: 220 mm<br /> Высота: 230 mm<br /> 1 x E27 max 60W</p>";740;592;703;33ip;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;23;;;22;;;;1;;;IP20;;Lozano;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_16350;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Alfa 16350 Jaskka venge";"<p>Диаметр: 160 mm<br /> Высота: 250 mm<br /> 1 x E14 max 40W</p>";867;694;867;14%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;25;;;16;;;;1;;;IP20;;"Jaskka venge";;;Металл;"4-6 недели";"Alfa (Польша)"
