id;articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
6550;Nowodvorski_4165;"Внутреннее освещение/Люстры";"Nowodvorski 4165 Amara Ecru";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4165</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>2</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">70cm</span><br /> <span class=""height"">54cm</span><br /> </span></div></div>";1492;1193;1417;;0;0;0;0;0;Nowodvorski_6895;20.11.2001;;"Классические;Недорогие";Люстры;;;;;;;;;;;;;;54;70;;;;;;2;;;IP20;;"Amara Ecru";;Ткань;Металл;"2-4 недели";"Nowodvorski (Польша)"
6551;Nowodvorski_4166;"Внутреннее освещение/Люстры";"Nowodvorski 4166 Amara Ecru";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4166</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">54cm</span><br /> <span class=""fi"">70cm</span><br /> </span></div></div>";2757;2205;2757;;0;0;0;0;45;;00.00.0000;;Классические;Люстры;;;;;;;;;;;;;;54;;70;;;;;4;;;IP20;;"Amara Ecru";;Ткань;Металл;"2-4 недели";"Nowodvorski (Польша)"
6559;Nowodvorski_4178;"Внутреннее освещение/Люстры";"Nowodvorski 4178 Agnese";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4178</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>75W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">20cm</span><br /> <span class=""height"">33cm</span><br /> </span></div></div>";1092;873;1037;;0;0;0;0;45;;00.00.0000;;"Недорогие;Потолочные;Современные";Люстры;;;;;;;;;;;;;;33;20;;20;;;;1;;;IP20;;Agnese;;;Дерево;"2-4 недели";"Nowodvorski (Польша)"
6560;Nowodvorski_4180;"Внутреннее освещение/Люстры";"Nowodvorski 4180 Agnese";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4180</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>2</span></div><div><label>Мощность:</label> <span>75W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">30cm</span><br /> <span class=""height"">36cm</span><br /> </span></div></div>";2319;1855;2319;5%;0;0;0;0;0;;00.00.0000;;Современные;Люстры;;;;;;;;;;;;;;36;30;;;;;;2;;;IP20;;Agnese;;;Дерево;"2-4 недели";"Nowodvorski (Польша)"
6561;Nowodvorski_4181;"Внутреннее освещение/Люстры";"Nowodvorski 4181 Agnese";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4181</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>75W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">45cm</span><br /> <span class=""height"">39cm</span><br /> </span></div></div>";3484;2787;3484;;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;39;45;;;;;;3;;;IP20;;Agnese;;;Дерево;"2-4 недели";"Nowodvorski (Польша)"
6562;Nowodvorski_4182;"Внутреннее освещение/Люстры";"Nowodvorski 4182 Agnese";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4182</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>75W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">45cm</span><br /> <span class=""height"">42cm</span><br /> </span></div></div>";4357;3485;4139;;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;42;45;;45;;;;4;;;IP20;;Agnese;;;Дерево;"2-4 недели";"Nowodvorski (Польша)"
6573;Nowodvorski_4230;"Внутреннее освещение/Люстры";"Nowodvorski 4230 Bianco";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4230</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>3</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">80cm</span><br /> <span class=""fi"">60cm</span><br /> </span></div></div>";2902;2322;2757;57;0;0;0;0;0;Nowodvorski_6895;20.11.2001;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;80;;60;;;;;3;;;IP20;;Bianco;;Ткань;;"2-4 недели";"Nowodvorski (Польша)"
6574;Nowodvorski_4231;"Внутреннее освещение/Люстры";"Nowodvorski 4231 Bianco";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4231</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>5</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">80cm</span><br /> <span class=""fi"">66cm</span><br /> </span></div></div>";4213;3370;4213;74ip;0;0;0;0;0;Nowodvorski_6895;00.00.0000;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;80;;66;;;;;5;;;IP20;;Bianco;;Ткань;;"2-4 недели";"Nowodvorski (Польша)"
6589;Nowodvorski_4295;"Внутреннее освещение/Люстры";"Nowodvorski 4295 Brava";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4295</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>4</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">30cm</span><br /> <span class=""height"">30cm</span><br /> </span></div></div>";1810;1448;1810;6%N;0;0;0;0;45;;00.00.0000;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;30;;30;;;;4;;;IP20;;Brava;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
6590;Nowodvorski_4297;"Внутреннее освещение/Люстры";"Nowodvorski 4297 Brava";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>4297</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>2</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""width"">44cm</span><br /> <span class=""height"">65cm</span><br /> </span></div></div>";1810;1448;1810;4N;0;0;0;0;45;;00.00.0000;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;65;44;;;;;;2;;;IP20;;Brava;;Стекло;Металл;"2-4 недели";"Nowodvorski (Польша)"
