articul;category_path;name;txt;price;price_min;price_max;discount_formula;installation;gift_articul;gift_end_date;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Alfa_14277;"Внутреннее освещение/Люстры";"Alfa 14277 Nelly brown";"<p>Диаметр: 450 mm<br /> Высота: 200 mm<br /> 3 x E14 max 40W</p>";1841,62;1473,3;1749,54;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;45;45;;;;3;;;IP20;;"Nelly brown";;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14293;"Внутреннее освещение/Люстры";"Alfa 14293 Kelly";"<p>Диаметр: 400 mm<br /> Высота: 450 mm<br /> 3 x E14 max 40W</p>";1693,44;1354,75;1608,77;8%;;;;Современные;Люстры;;;;;;;;;;;;;;45;;40;40;;;;3;;;IP20;;Kelly;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14295;"Внутреннее освещение/Люстры";"Alfa 14295 Kelly";"<p>Диаметр: 400 mm<br /> Высота: 450 mm<br /> 5 x E14 max 40W</p>";1968,62;1574,9;1968,62;5%;45;;;Современные;Люстры;;;;;;;;;;;;;;45;;40;40;;;;5;;;IP20;;Kelly;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14402;"Внутреннее освещение/Люстры";"Alfa 14402 Dros";"<p>Диаметр: 550 mm<br /> Высота: 250 mm<br /> 2 x E27 max 60W</p>";1989,79;1591,83;1989,79;2%;45;Nowodvorski_6895;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;25;;;55;;;;2;;;IP20;;Dros;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14423;"Внутреннее освещение/Люстры";"Alfa 14423 Ducatti be";"<p>Диаметр: 540 mm<br /> Высота: 640 mm<br /> 3 x E14 max 40W</p>";941,98;753,584;941,98;;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;64;;54;54;;;;3;;;IP20;;"Ducatti be";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14425;"Внутреннее освещение/Люстры";"Alfa 14425 Ducatti be";"<p>Диаметр: 540 mm<br /> Высота: 640 mm<br /> 5 x E14 max 40W</p>";1238,33;990,664;1238,33;1%;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;64;;54;54;;;;5;;;IP20;;"Ducatti be";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14433;"Внутреннее освещение/Люстры";"Alfa 14433 Ducatti brz";"<p>Диаметр: 540 mm<br /> Высота: 640 mm<br /> 3 x E14 max 60W</p>";941,98;753,584;894,88;7%ipN;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;64;;54;54;;;;3;;;IP20;;"Ducatti brz";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14435;"Внутреннее освещение/Люстры";"Alfa 14435 Ducatti brz";"<p>Диаметр: 540 mm<br /> Высота: 640 mm<br /> 5 x E14 max 40W</p>";1238,33;990,664;1176,41;6%;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;64;;54;54;;;;5;;;IP20;;"Ducatti brz";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14443;"Внутреннее освещение/Люстры";"Alfa 14443 Porto venge";"<p>Диаметр: 520 mm<br /> Высота: 580 mm<br /> 3 x E14 max 40W</p>";994,9;795,92;945,16;10%ipN;45;;;Современные;Люстры;;;;;;;;;;;;;;58;;52;52;;;;3;;;IP20;;"Porto venge";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14445;"Внутреннее освещение/Люстры";"Alfa 14445 Porto venge";"<p>Диаметр: 520 mm<br /> Высота: 580 mm<br /> 5 x E14 max 40W</p>";1238,33;990,664;1238,33;;;;;Современные;Люстры;;;;;;;;;;;;;;58;;52;52;;;;5;;;IP20;;"Porto venge";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14453;"Внутреннее освещение/Люстры";"Alfa 14453 Ada venge";"<p>Диаметр: 600 mm<br /> Высота: 660 mm<br /> 3 x E14 max 40W</p>";994,9;795,92;945,16;;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;66;;60;60;;;;3;;;IP20;;"Ada venge";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14455;"Внутреннее освещение/Люстры";"Alfa 14455 Ada venge";"<p>Диаметр: 600 mm<br /> Высота: 660 mm<br /> 5 x E14 max 40W</p>";1238,33;990,664;1176,41;0%;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;66;;60;60;;;;5;;;IP20;;"Ada venge";;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14472;"Внутреннее освещение/Люстры";"Alfa 14472 migo venge";"<p>Диаметр: 660 mm<br /> Высота: 300 mm<br /> 3 x E27 max 60W</p>";1291,25;1033;1291,25;3%N;;Nowodvorski_6895;2016-11-01;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;66;66;;;;3;;;IP20;;"migo venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14474;"Внутреннее освещение/Люстры";"Alfa 14474 migo venge";"<p>Диаметр: 660 mm<br /> Высота: 300 mm<br /> 5 x E27 max 60W</p>";1492,34;1193,87;1417,72;15%N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;30;;66;66;;;;5;;;IP20;;"migo venge";;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14483;"Внутреннее освещение/Люстры";"Alfa 14483 Ola venge";"<p>Диаметр: 400 mm<br /> Высота: 450 mm<br /> 3 x E14 max 40W</p>";1577,02;1261,62;1577,02;1%ipN;;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;45;40;;40;;;;3;;;IP20;;"Ola venge";;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_14484;"Внутреннее освещение/Люстры";"Alfa 14484 Ola venge";"<p>Диаметр: 450 mm<br /> Высота: 450 mm<br /> 4 x E14 max 40W</p>";1735,78;1388,62;1735,78;1%ipN;;;;Современные;Люстры;;;;;;;;;;;;;;45;45;;45;;;;4;;;IP20;;"Ola venge";;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_14572;"Внутреннее освещение/Люстры";"Alfa 14572 Junior";"<p>Диаметр: 500 mm<br /> Высота: 270 mm<br /> 2 x E14 max 40W</p>";1354,75;1083,8;1354,75;37ip;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;27;;;50;;;;2;;;IP20;;Junior;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_14574;"Внутреннее освещение/Люстры";"Alfa 14574 Junior";"<p>Диаметр: 500 mm<br /> Высота: 270 mm<br /> 4 x E14 max 40W</p>";1809,86;1447,89;1809,86;15%ipN;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;27;50;;50;;;;4;;;IP20;;Junior;;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_14613;"Внутреннее освещение/Люстры";"Alfa 14613 Candel";"<p>Диаметр: 500 mm<br /> Высота: 850 mm<br /> 3 x E14 max 40W</p>";1354,75;1083,8;1354,75;13;45;Nowodvorski_6895;;"Подвесные;Свечи";Люстры;;;;;;;;;;;;;;85;;50;50;;;;3;;;IP20;;Candel;;;;"4-6 недели";"Alfa (Польша)"
Alfa_14615;"Внутреннее освещение/Люстры";"Alfa 14615 Candel";"<p>Диаметр: 500 mm<br /> Высота: 850 mm<br /> 5 x E14 max 40W</p>";1608,77;1287,02;1608,77;58N;;;;"Подвесные;Свечи";Люстры;;;;;;;;;;;;;;85;;50;50;;;;5;;;IP20;;Candel;;;;"4-6 недели";"Alfa (Польша)"
Alfa_14642;"Внутреннее освещение/Люстры";"Alfa 14642 Junior ecru";"<p>Диаметр: 500 mm<br /> Высота: 270 mm<br /> 2 x E14 max 40W</p>";1492,34;1193,87;1492,34;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;27;;;50;;;;2;;;IP20;;"Junior ecru";;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_14644;"Внутреннее освещение/Люстры";"Alfa 14644 Junior ecru";"<p>Диаметр: 500 mm<br /> Высота: 270 mm<br /> 4 x E14 max 40W</p>";1862,78;1490,22;1862,78;4%N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;27;50;;50;;;;4;;;IP20;;"Junior ecru";;Ткань;;"4-6 недели";"Alfa (Польша)"
Alfa_14652;"Внутреннее освещение/Люстры";"Alfa 14652 Boss";"<p>Диаметр: 490 mm<br /> Высота: 200 mm<br /> 2 x E27 max 60W</p>";0,1;0,08;0,1;0ip;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;49;;49;;;;2;;;IP20;;Boss;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14662;"Внутреннее освещение/Люстры";"Alfa 14662 Cody";"<p>Диаметр: 490 mm<br /> Высота: 170 mm<br /> 2 x E27</p>";1862,78;1490,22;1769,64;3ip;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;17;;;49;;;;2;;;IP20;;Cody;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14673;"Внутреннее освещение/Люстры";"Alfa 14673 Kerry";"<p>Диаметр: 500 mm<br /> Высота: 360 mm<br /> 3 x E27 max 60W</p>";1608,77;1287,02;1528,33;10%;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;;50;;;;3;;;;;Kerry;;;;"4-6 недели";"Alfa (Польша)"
Alfa_14675;"Внутреннее освещение/Люстры";"Alfa 14675 Kerry";"<p>Диаметр: 500 mm<br /> Высота: 360 mm<br /> 5 x E27 max 60W</p>";1862,78;1490,22;1769,64;;;Nowodvorski_6895;2016-11-01;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;;50;;;;5;;;;;Kerry;;;;"4-6 недели";"Alfa (Польша)"
Alfa_14693;"Внутреннее освещение/Люстры";"Alfa 14693 Luxor";"<p>Диаметр: 360 mm<br /> Высота: 300 mm<br /> 3 x E14 max 40W</p>";1968,62;1574,9;1968,62;;45;Nowodvorski_6895;;"Потолочные;Хрустальные";Люстры;;;;;;;;;;;;;;30;;36;36;;;;3;;;IP20;;Luxor;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14694;"Внутреннее освещение/Люстры";"Alfa 14694 Luxor";"<p>Диаметр: 360 mm<br /> Высота: 300 mm<br /> 3 x E14 max 40W</p>";1968,62;1574,9;1968,62;;;;;"Потолочные;Хрустальные";Люстры;;;;;;;;;;;;;;30;;36;36;;;;3;;;IP20;;Luxor;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14695;"Внутреннее освещение/Люстры";"Alfa 14695 Luxor";"<p>Диаметр: 450 mm<br /> Высота: 300 mm<br /> 5 x E14 max 40W</p>";2624,83;2099,86;2493,59;;45;;;"Потолочные;Хрустальные";Люстры;;;;;;;;;;;;;;30;;45;45;;;;5;;;IP20;;Luxor;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14696;"Внутреннее освещение/Люстры";"Alfa 14696 Luxor";"<p>Диаметр: 450 mm<br /> Высота: 300 mm<br /> 5 x E14 max 40W</p>";2624,83;2099,86;2624,83;44N;45;;;"Потолочные;Хрустальные";Люстры;;;;;;;;;;;;;;30;;45;45;;;;5;;;IP20;;Luxor;;Хрусталь;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14703;"Внутреннее освещение/Люстры";"Alfa 14703 Jack";"<p>Диаметр: 500 mm<br /> Высота: 670 mm<br /> 3 x E27 max 60W</p>";1439,42;1151,54;1367,45;50ip;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;67;;50;50;;;;3;;;IP20;;Jack;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14705;"Внутреннее освещение/Люстры";"Alfa 14705 Jack";"<p>Диаметр: 500 mm<br /> Высота: 670 mm<br /> 5 x E27 max 60W</p>";1693,44;1354,75;1608,77;2%;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;67;;50;50;;;;5;;;IP20;;Jack;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14742;"Внутреннее освещение/Люстры";"Alfa 14742 Pato";"<p>Диаметр: 400 mm<br /> Высота: 200 mm<br /> 2 x G4+LED max 20W</p>";1111,32;889,056;1055,75;13%ipN;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;40;;;;2;;;IP20;;Pato;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14744;"Внутреннее освещение/Люстры";"Alfa 14744 Pato";"<p>Диаметр: 600 mm<br /> Высота: 200 mm<br /> 4 x G4+LED max 20W</p>";1894,54;1515,63;1894,54;0%;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;60;;;;4;;;IP20;;Pato;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14746;"Внутреннее освещение/Люстры";"Alfa 14746 Pato";"<p>Диаметр: 750 mm<br /> Высота: 200 mm<br /> 6 x G4+LED max 20W</p>";2847,1;2277,68;2704,75;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;75;;;;6;;;IP20;;Pato;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14773;"Внутреннее освещение/Люстры";"Alfa 14773 Felicja";"<p>Диаметр: 340 mm<br /> Высота: 280 mm<br /> 3 x G4+LED max 20W</p>";3037,61;2430,09;2885,73;58ip;;Nowodvorski_6895;2016-11-01;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;28;;34;34;;;;3;;;IP20;;Felicja;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14774;"Внутреннее освещение/Люстры";"Alfa 14774 Felicja";"<p>Диаметр: 440 mm<br /> Высота: 280 mm<br /> 4 x G4+LED max 20W</p>";3397,46;2717,97;3227,59;131;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;28;;44;44;;;;4;;;IP20;;Felicja;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14776;"Внутреннее освещение/Люстры";"Alfa 14776 Felicja";"<p>Диаметр: 680 mm<br /> Высота: 280 mm<br /> 6 x G4+LED max 20W</p>";4598,75;3679;4598,75;39ip;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;28;;68;68;;;;6;;;IP20;;Felicja;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_14883;"Внутреннее освещение/Люстры";"Alfa 14883 Carol";"<p>Диаметр: 550 mm<br /> Высота: 750 mm<br /> 3 x E14 max 40W</p>";1693,44;1354,75;1608,77;75ip;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;75;;55;55;;;;3;;;IP20;;Carol;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14885;"Внутреннее освещение/Люстры";"Alfa 14885 Carol";"<p>Диаметр: 550 mm<br /> Высота: 750 mm<br /> 5 x E14 max 40W</p>";1989,79;1591,83;1890,3;47;45;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;75;;55;55;;;;5;;;IP20;;Carol;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14942;"Внутреннее освещение/Люстры";"Alfa 14942 Ontario";"<p>Диаметр: 490 mm<br /> Высота: 270 mm<br /> 2 x E14 max 40W</p>";1608,77;1287,02;1528,33;13%ipN;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;27;;;49;;;;2;;;IP20;;Ontario;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_14944;"Внутреннее освещение/Люстры";"Alfa 14944 Ontario";"<p>Диаметр: 490 mm<br /> Высота: 270 mm<br /> 4 x E14 max 40W</p>";1862,78;1490,22;1862,78;74N;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;27;49;;49;;;;4;;;IP20;;Ontario;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15065;"Внутреннее освещение/Люстры";"Alfa 15065 Susan";"<p>Диаметр: 500 mm<br /> Высота: 320 mm<br /> 5 x E14 max 40W</p>";1809,86;1447,89;1809,86;19N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;32;;45;50;;;;5;;;IP20;;Susan;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15067;"Внутреннее освещение/Люстры";"Alfa 15067 Susan";"<p>Диаметр: 450 mm<br /> Высота: 320 mm<br /> 3 x E14 max 40W</p>";1386,5;1109,2;1317,18;64ip;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;32;;50;45;;;;3;;;IP20;;Susan;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15123;"Внутреннее освещение/Люстры";"Alfa 15123 Pedro";"<p>Диаметр: 560 mm<br /> Высота: 500 mm<br /> 3 x E14 max 40W</p>";1354,75;1083,8;1354,75;;45;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;50;;56;56;;;;3;;;IP20;;Pedro;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15125;"Внутреннее освещение/Люстры";"Alfa 15125 Pedro";"<p>Диаметр: 560 mm<br /> Высота: 500 mm<br /> 5 x E14 max 40W</p>";1735,78;1388,62;1648,99;12%N;45;Nowodvorski_6895;;Современные;Люстры;;;;;;;;;;;;;;50;;56;56;;;;5;;;IP20;;Pedro;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15133;"Внутреннее освещение/Люстры";"Alfa 15133 Pablo";"<p>Диаметр: 540 mm<br /> Высота: 310 mm<br /> 3 x E14 max 40W</p>";1016,06;812,848;965,26;;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;31;;54;54;;;;3;;;IP20;;Pablo;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15135;"Внутреннее освещение/Люстры";"Alfa 15135 Pablo";"<p>Диаметр: 540 mm<br /> Высота: 310 mm<br /> 5 x E14 max 40W</p>";1238,33;990,664;1238,33;3ip;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;31;;54;54;;;;5;;;IP20;;Pablo;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15153;"Внутреннее освещение/Люстры";"Alfa 15153 Pixie";"<p>Диаметр: 700 mm<br /> Высота: 370 mm<br /> 3 x E14 max 40W</p>";1492,34;1193,87;1417,72;36N;45;;;Современные;Люстры;;;;;;;;;;;;;;37;;70;70;;;;3;;;IP20;;Pixie;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15155;"Внутреннее освещение/Люстры";"Alfa 15155 Pixie";"<p>Диаметр: 700 mm<br /> Высота: 370 mm<br /> 5 x E14 max 40W</p>";1852,2;1481,76;1852,2;16%N;;;;Современные;Люстры;;;;;;;;;;;;;;37;;70;70;;;;5;;;IP20;;Pixie;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15163;"Внутреннее освещение/Люстры";"Alfa 15163 Megan";"<p>Диаметр: 620 mm<br /> Высота: 320 mm<br /> 3 x E14 max 40W</p>";1439,42;1151,54;1439,42;3%;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;32;;62;62;;;;3;;;IP20;;Megan;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15165;"Внутреннее освещение/Люстры";"Alfa 15165 Megan";"<p>Диаметр: 620 mm<br /> Высота: 320 mm<br /> 6 x E14 max 40W</p>";1820,45;1456,36;1820,45;3%;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;32;;62;62;;;;6;;;IP20;;Megan;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15213;"Внутреннее освещение/Люстры";"Alfa 15213 Angelika";"<p>Диаметр: 430 mm<br /> Высота: 650 mm<br /> 3 x E14 max 40W</p>";1153,66;922,928;1095,98;15N;45;Nowodvorski_6895;2016-11-01;"Подвесные;Свечи";Люстры;;;;;;;;;;;;;;65;;43;43;;;;3;;;IP20;;Angelika;;;;"4-6 недели";"Alfa (Польша)"
Alfa_15215;"Внутреннее освещение/Люстры";"Alfa 15215 Angelika";"<p>Диаметр: 430 mm<br /> Высота: 650 mm<br /> 5 x E14 max 40W</p>";1333,58;1066,86;1266,9;5%ipN;;;;"Подвесные;Свечи";Люстры;;;;;;;;;;;;;;65;;43;43;;;;5;;;IP20;;Angelika;;;;"4-6 недели";"Alfa (Польша)"
Alfa_15233;"Внутреннее освещение/Люстры";"Alfa 15233 Celina";"<p>Диаметр: 500 mm<br /> Высота: 580 mm<br /> 3 x E27 max 60W</p>";1598,18;1278,54;1518,27;13%ipN;45;;;Современные;Люстры;;;;;;;;;;;;;;58;;50;50;;;;3;;;IP20;;Celina;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15235;"Внутреннее освещение/Люстры";"Alfa 15235 Celina";"<p>Диаметр: 500 mm<br /> Высота: 580 mm<br /> 5 x E27 max 60W</p>";1926,29;1541,03;1926,29;1%ipN;;;;Современные;Люстры;;;;;;;;;;;;;;58;;50;50;;;;5;;;IP20;;Celina;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15282;"Внутреннее освещение/Люстры";"Alfa 15282 John";"<p>Диаметр: 490 mm<br /> Высота: 250 mm<br /> 2 x E27 max 60W</p>";1862,78;1490,22;1769,64;1%;;Nowodvorski_6895;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;25;49;;49;;;;2;;;IP20;;John;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15292;"Внутреннее освещение/Люстры";"Alfa 15292 Iwona";"<p>Диаметр: 490 mm<br /> Высота: 170 mm<br /> 2 x E27 max 60W</p>";1862,78;1490,22;1862,78;13%N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;17;;;49;;;;2;;;IP20;;Iwona;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15302;"Внутреннее освещение/Люстры";"Alfa 15302 Kamila";"<p>Диаметр: 550 mm<br /> Высота: 160 mm<br /> 2 x E27 max 60W</p>";1238,33;990,664;1238,33;13%ipN;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;16;55;;55;;;;2;;;IP20;;Kamila;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15322;"Внутреннее освещение/Люстры";"Alfa 15322 Lidia";"<p>Диаметр: 440 mm<br /> Высота: 150 mm<br /> 2 x E27 max 60W</p>";1354,75;1083,8;1287,01;13N;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;15;;;44;;;;2;;;IP20;;Lidia;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15337;"Внутреннее освещение/Люстры";"Alfa 15337 Malwina";"<p>Диаметр: 550 mm<br /> Высота: 200 mm<br /> 3 x E14 max 40W</p>";1577,02;1261,62;1577,02;75N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;20;;;55;;;;3;;;IP20;;Malwina;;;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15693;"Внутреннее освещение/Люстры";"Alfa 15693 Inca";"<p>Диаметр: 600 mm<br /> Высота: 340 mm<br /> 3 x E27 max 60W</p>";941,98;753,584;894,88;18ip;45;;;"Классические;Потолочные";Люстры;;;;;;;;;;;;;;34;;60;60;;;;3;;;IP20;;Inca;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15695;"Внутреннее освещение/Люстры";"Alfa 15695 Inca";"<p>Диаметр: 600 mm<br /> Высота: 340 mm<br /> 5 x E27 max 60W</p>";1111,32;889,056;1055,75;54ip;45;;;"Классические;Потолочные";Люстры;;;;;;;;;;;;;;34;;60;60;;;;5;;;IP20;;Inca;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15743;"Внутреннее освещение/Люстры";"Alfa 15743 Fuji";"<p>Диаметр: 500 mm<br /> Высота: 450-750 mm<br /> 3 x E27 max 60W</p>";1566,43;1253,14;1488,11;19%ipN;45;;;Современные;Люстры;;;;;;;;;;;;;;;;50;50;;;;3;;;IP20;;Fuji;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15745;"Внутреннее освещение/Люстры";"Alfa 15745 Fuji";"<p>Диаметр: 500 mm<br /> Высота: 450-750 mm<br /> 5 x E27 max 60W</p>";1926,29;1541,03;1829,98;6%;;Nowodvorski_6895;2016-11-01;Современные;Люстры;;;;;;;;;;;;;;;;50;50;;;;5;;;IP20;;Fuji;;Стекло;;"4-6 недели";"Alfa (Польша)"
Alfa_15763;"Внутреннее освещение/Люстры";"Alfa 15763 Wenus";"<p>Диаметр: 330 mm<br /> Высота: 360 mm<br /> 3 x E14 max 40W</p>";867,89;694,312;867,89;6%N;;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;33;33;;;;3;;;IP20;;Wenus;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15765;"Внутреннее освещение/Люстры";"Alfa 15765 Wenus";"<p>Диаметр: 330 mm<br /> Высота: 360 mm<br /> 5 x E14 max 40W</p>";1068,98;855,184;1015,53;5%N;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;36;;33;33;;;;5;;;IP20;;Wenus;;Стекло;Металл;"4-6 недели";"Alfa (Польша)"
Alfa_15773;"Внутреннее освещение/Люстры";"Alfa 15773 Pola";"<p>Диаметр: 580 mm<br /> Высота: 170 mm<br /> 2 x E27 max 60W</p>";1989,79;1591,83;1989,79;19%ipN;45;;;"Потолочные;Современные";Люстры;;;;;;;;;;;;;;17;58;;58;;;;2;;;IP20;;Pola;;Стекло;;"4-6 недели";"Alfa (Польша)"
